CONCISE NET LIST - 1  
SMC_MON_BC_OUTPUT_FAULT_3.3V* GA1              25       SMC_FPGA-734-220-50,DTG
SMC_MON_BC_OUTPUT_FAULT_3.3V* RN6              9        8RES-636-413-04,DTG
SMC_MON_BC_OVR_TMP_3.3V* GA1              116      SMC_FPGA-734-220-50,DTG
SMC_MON_BC_OVR_TMP_3.3V* RN4              6        8RES-636-413-04,DTG
SMC_MON_BC_PHASE_LOSS_3.3V* GA1              123      SMC_FPGA-734-220-50,DTG
SMC_MON_BC_PHASE_LOSS_3.3V* RN4              2        8RES-636-413-04,DTG
SMC_MON_BC_PHASE_LOSS_3.3V* TP18             1        TESTPOINT-359-537-00,DTG
SMC_MON_DC90_48V_ON_3.3V GA1              21       SMC_FPGA-734-220-50,DTG
SMC_MON_DC90_48V_ON_3.3V RN6              11       8RES-636-413-04,DTG
SMC_MON_DC90_48V_ON_3.3V TP36             1        TESTPOINT-359-537-00,DTG
SMC_MON_DC90_AC_PWR_FAULT_3.3V* GA1              19       SMC_FPGA-734-220-50,DTG
SMC_MON_DC90_AC_PWR_FAULT_3.3V* RN6              13       8RES-636-413-04,DTG
SMC_MON_DC90_AC_PWR_FAULT_3.3V* TP34             1        TESTPOINT-359-537-00,DTG
SMC_MON_DC90_OUTPUT_FAULT_3.3V* GA1              27       SMC_FPGA-734-220-50,DTG
SMC_MON_DC90_OUTPUT_FAULT_3.3V* RN7              16       8RES-636-413-04,DTG
SMC_MON_DC90_OVR_TMP_3.3V* GA1              24       SMC_FPGA-734-220-50,DTG
SMC_MON_DC90_OVR_TMP_3.3V* RN6              10       8RES-636-413-04,DTG
SMC_MON_PDU_JAG_48V_GOOD_3.3V GA1              120      SMC_FPGA-734-220-50,DTG
SMC_MON_PDU_JAG_48V_GOOD_3.3V RN4              4        8RES-636-413-04,DTG
SMC_MON_PDU_JAG_48V_GOOD_3.3V TP17             1        TESTPOINT-359-537-00,DTG
SMC_MON_PDU_JAG_THERMAL_FAULT_3 GA1              113      SMC_FPGA-734-220-50,DTG
SMC_MON_PDU_JAG_THERMAL_FAULT_3 RN4              8        8RES-636-413-04,DTG
SMC_PDU_48V_ON_3.3V      GA1              134      SMC_FPGA-734-220-50,DTG
SMC_PDU_48V_ON_3.3V      RN5              5        8RES-636-413-04,DTG
SMC_PDU_48V_ON_3.3V      TP21             1        TESTPOINT-359-537-00,DTG
SMC_PDU_FREQ_3.3V        GA1              130      SMC_FPGA-734-220-50,DTG
SMC_PDU_FREQ_3.3V        RN5              8        8RES-636-413-04,DTG
SMC_PDU_FREQ_3.3V        TP20             1        TESTPOINT-359-537-00,DTG
SMC_PDU_I1_3.3V          GA1              114      SMC_FPGA-734-220-50,DTG
SMC_PDU_I1_3.3V          RN4              7        8RES-636-413-04,DTG
SMC_PDU_I1_3.3V          TP15             1        TESTPOINT-359-537-00,DTG
